Order_ID,Date,City,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Delivery_Time,Customer_Rating,Payment_Mode,Delivery_Type,Seller_Name
1259,2024-05-08,Delhi,Wheat Flour 1kg,Grocery,1,80.0,80.0,28,4.5,Card,Express,SnackBox
1260,2024-04-22,Delhi,Rice 1kg,Grocery,3,85.0,255.0,75,4.8,UPI,Standard,FarmFresh
1261,2024-06-14,Bengaluru,Milk 1L,Fruits,5,30.0,150.0,37,4.0,Cash,Express,BakeHouse
1262,2024-04-15,Jaipur,Sugar 1kg,Snacks,3,80.0,240.0,30,4.0,UPI,Standard,BakeHouse
1263,2024-04-01,Pune,Chicken 1kg,Vegetables,5,40.0,200.0,85,3.5,Cash,Express,SnackBox
1265,2024-01-27,Pune,Bun 2pcs,Bakery,1,70.0,70.0,33,4.9,Cash,Express,FarmFresh
1266,2024-03-01,Bengaluru,Paneer 200g,Bakery,3,55.0,165.0,37,4.9,Cash,Express,FarmFresh
1267,2024-02-11,Delhi,Banana 1dozen,Snacks,1,60.0,60.0,38,4.5,Cash,Standard,FarmFresh
1270,2024-03-25,Mumbai,Chicken 1kg,Grocery,5,100.0,500.0,59,4.0,Card,Standard,FarmFresh
1271,2024-04-14,Bengaluru,Wheat Flour 1kg,Dairy,1,30.0,30.0,32,3.5,Cash,Express,GroceryHub
1272,2024-06-22,Mumbai,Rice 1kg,Poultry,1,50.0,50.0,73,4.0,Cash,Standard,GreenCart
1273,2024-01-31,Mumbai,Paneer 200g,Vegetables,5,55.0,275.0,58,4.2,UPI,Express,BakeHouse
1274,2024-02-25,Jaipur,Cake 500g,Poultry,2,100.0,200.0,76,4.9,UPI,Express,FreshFarm
1275,2024-03-02,Mumbai,Milk 1L,Vegetables,4,80.0,320.0,30,4.0,Cash,Standard,GreenCart
1276,2024-03-29,Delhi,Bun 2pcs,Vegetables,4,85.0,340.0,33,4.7,Cash,Standard,GreenCart
1277,2024-05-04,Bengaluru,Bread 400g,Dairy,2,85.0,170.0,79,4.5,Cash,Express,GreenCart
1278,2024-04-21,Jaipur,Wheat Flour 1kg,Vegetables,1,30.0,30.0,62,4.9,UPI,Standard,FreshFarm
1279,2024-01-27,Jaipur,Chips 200g,Vegetables,4,50.0,200.0,56,4.2,UPI,Express,FreshFarm
1280,2024-02-11,Bengaluru,Tomato 1kg,Dairy,1,40.0,40.0,46,4.8,Cash,Express,SnackBox
1281,2024-03-24,Pune,Sugar 1kg,Dairy,4,45.0,180.0,77,3.5,Cash,Express,SnackBox
1282,2024-04-06,Delhi,Curd 500g,Grocery,1,55.0,55.0,70,4.5,UPI,Standard,GroceryHub
1283,2024-01-29,Pune,Paneer 200g,Snacks,3,45.0,135.0,67,4.5,Cash,Express,BakeHouse
1285,2024-05-30,Delhi,Wheat Flour 1kg,Dairy,5,50.0,250.0,25,4.9,UPI,Standard,FarmFresh
1286,2024-05-15,Pune,Eggs 6pcs,Fruits,3,55.0,165.0,25,4.2,Card,Standard,GreenCart
1287,2024-04-27,Delhi,Curd 500g,Dairy,1,80.0,80.0,68,4.9,UPI,Standard,GreenCart
1288,2024-03-21,Mumbai,Cookies 300g,Vegetables,5,45.0,225.0,69,4.5,Card,Express,GreenCart
1289,2024-05-03,Mumbai,Sugar 1kg,Bakery,5,85.0,425.0,28,4.7,Card,Express,GroceryHub
1290,2024-06-02,Delhi,Cookies 300g,Dairy,1,80.0,80.0,46,4.5,UPI,Express,BakeHouse
1291,2024-02-10,Bengaluru,Bun 2pcs,Poultry,2,45.0,90.0,38,4.5,Card,Express,GreenCart
1292,2024-05-08,Bengaluru,Potato 1kg,Bakery,1,50.0,50.0,68,4.8,UPI,Express,BakeHouse
1293,2024-03-18,Bengaluru,Banana 1dozen,Grocery,5,85.0,425.0,50,4.5,Cash,Express,GreenCart
1294,2024-06-04,Bengaluru,Eggs 6pcs,Fruits,3,80.0,240.0,48,4.8,Cash,Standard,GroceryHub
1295,2024-06-18,Bengaluru,Eggs 6pcs,Vegetables,5,45.0,225.0,39,4.8,Cash,Express,BakeHouse
1297,2024-05-13,Delhi,Onion 1kg,Snacks,5,100.0,500.0,65,4.2,UPI,Express,SnackBox
1298,2024-06-29,Bengaluru,Chips 200g,Vegetables,2,40.0,80.0,63,4.7,UPI,Express,FarmFresh
1299,2024-01-11,Mumbai,Eggs 6pcs,Dairy,2,45.0,90.0,50,4.2,UPI,Standard,SnackBox
1300,2024-06-16,Pune,Namkeen 500g,Grocery,2,45.0,90.0,40,4.0,Cash,Standard,SnackBox
1301,2024-02-06,Pune,Chicken 1kg,Grocery,2,50.0,100.0,39,4.5,Cash,Express,FreshFarm
1302,2024-05-30,Mumbai,Chips 200g,Fruits,2,80.0,160.0,66,4.5,Cash,Standard,GroceryHub
1303,2024-04-26,Pune,Sugar 1kg,Poultry,3,45.0,135.0,55,3.5,Cash,Standard,GreenCart
1305,2024-04-30,Delhi,Cookies 300g,Dairy,3,45.0,135.0,70,4.5,Cash,Standard,GreenCart
1306,2024-04-24,Delhi,Onion 1kg,Poultry,4,70.0,280.0,59,4.9,UPI,Standard,BakeHouse
1307,2024-06-20,Jaipur,Tomato 1kg,Poultry,2,40.0,80.0,53,4.5,UPI,Standard,FreshFarm
1308,2024-03-11,Pune,Wheat Flour 1kg,Dairy,2,50.0,100.0,74,3.5,Cash,Express,BakeHouse
1309,2024-03-08,Pune,Chips 200g,Grocery,4,70.0,280.0,67,4.7,Card,Express,FreshFarm
1310,2024-03-06,Bengaluru,Eggs 6pcs,Grocery,4,50.0,200.0,84,4.0,UPI,Standard,BakeHouse
1311,2024-06-05,Delhi,Potato 1kg,Poultry,2,30.0,60.0,51,4.2,UPI,Standard,GroceryHub
1312,2024-04-17,Delhi,Banana 1dozen,Fruits,1,45.0,45.0,25,4.5,Cash,Express,SnackBox
1313,2024-05-27,Delhi,Orange 1kg,Grocery,1,45.0,45.0,36,4.5,Cash,Express,GroceryHub
1314,2024-06-27,Delhi,Bread 400g,Fruits,4,85.0,340.0,25,4.5,Cash,Express,BakeHouse
1315,2024-01-07,Bengaluru,Apple 1kg,Vegetables,2,55.0,110.0,31,3.5,UPI,Standard,SnackBox
1316,2024-06-25,Bengaluru,Curd 500g,Fruits,4,30.0,120.0,39,4.5,Cash,Express,SnackBox
1317,2024-03-15,Pune,Apple 1kg,Poultry,5,55.0,275.0,60,4.5,Cash,Standard,FarmFresh
1318,2024-01-02,Bengaluru,Banana 1dozen,Bakery,1,40.0,40.0,46,4.5,UPI,Standard,GroceryHub
1319,2024-03-08,Jaipur,Chicken 1kg,Dairy,1,70.0,70.0,48,4.9,Cash,Standard,GreenCart
1320,2024-03-05,Bengaluru,Bun 2pcs,Snacks,5,60.0,300.0,71,4.7,UPI,Express,BakeHouse
1322,2024-02-29,Delhi,Cookies 300g,Bakery,3,40.0,120.0,75,4.8,Cash,Standard,BakeHouse
1323,2024-04-04,Bengaluru,Cake 500g,Fruits,3,30.0,90.0,77,4.0,UPI,Express,FarmFresh
1324,2024-04-13,Mumbai,Cake 500g,Fruits,4,60.0,240.0,29,4.9,Cash,Express,FreshFarm
1325,2024-04-17,Bengaluru,Apple 1kg,Fruits,1,45.0,45.0,25,4.9,UPI,Express,FreshFarm
1326,2024-04-10,Bengaluru,Cake 500g,Grocery,5,80.0,400.0,48,4.9,Cash,Express,FarmFresh
1327,2024-04-24,Jaipur,Orange 1kg,Dairy,2,30.0,60.0,39,4.9,Cash,Express,SnackBox
1328,2024-02-08,Bengaluru,Eggs 6pcs,Snacks,1,85.0,85.0,71,4.5,Cash,Standard,GroceryHub
1329,2024-04-18,Bengaluru,Potato 1kg,Fruits,1,85.0,85.0,73,4.2,Card,Standard,GroceryHub
1330,2024-04-08,Delhi,Chicken 1kg,Grocery,4,60.0,240.0,86,4.5,Cash,Standard,FarmFresh
1331,2024-04-09,Jaipur,Bun 2pcs,Grocery,4,80.0,320.0,51,4.5,UPI,Standard,FarmFresh
1332,2024-03-19,Jaipur,Paneer 200g,Dairy,3,85.0,255.0,60,4.5,Card,Standard,FreshFarm
1333,2024-04-26,Delhi,Onion 1kg,Poultry,4,50.0,200.0,51,4.9,Cash,Express,GroceryHub
1334,2024-02-21,Bengaluru,Bun 2pcs,Dairy,3,80.0,240.0,65,4.9,UPI,Express,BakeHouse
1335,2024-01-17,Mumbai,Apple 1kg,Snacks,5,85.0,425.0,51,4.2,Cash,Standard,BakeHouse
1336,2024-01-18,Bengaluru,Onion 1kg,Grocery,5,80.0,400.0,85,4.8,Cash,Express,GroceryHub
1338,2024-04-12,Delhi,Tomato 1kg,Dairy,3,45.0,135.0,31,4.5,UPI,Standard,FreshFarm
1339,2024-05-27,Mumbai,Orange 1kg,Fruits,2,60.0,120.0,55,4.0,UPI,Standard,GreenCart
1340,2024-04-03,Bengaluru,Chips 200g,Dairy,1,70.0,70.0,46,4.7,Cash,Standard,BakeHouse
1341,2024-02-23,Delhi,Tomato 1kg,Grocery,1,100.0,100.0,51,4.7,Card,Express,FarmFresh
1342,2024-05-22,Delhi,Potato 1kg,Bakery,2,30.0,60.0,30,4.7,UPI,Standard,BakeHouse
1343,2024-06-13,Bengaluru,Chips 200g,Vegetables,3,45.0,135.0,31,4.5,Cash,Standard,FreshFarm
1344,2024-03-09,Delhi,Orange 1kg,Fruits,3,70.0,210.0,60,4.9,Cash,Standard,GreenCart
1345,2024-06-08,Bengaluru,Banana 1dozen,Dairy,2,60.0,120.0,88,4.5,UPI,Standard,GreenCart
1346,2024-01-23,Mumbai,Bun 2pcs,Bakery,5,85.0,425.0,47,4.0,UPI,Express,SnackBox
1347,2024-04-16,Bengaluru,Cookies 300g,Grocery,4,70.0,280.0,38,3.5,UPI,Standard,GreenCart
1348,2024-04-08,Delhi,Eggs 6pcs,Vegetables,5,70.0,350.0,40,4.9,Card,Standard,GroceryHub
1349,2024-02-05,Mumbai,Cake 500g,Dairy,4,40.0,160.0,37,4.8,Card,Express,GroceryHub
1350,2024-02-04,Pune,Curd 500g,Vegetables,1,40.0,40.0,47,3.5,UPI,Standard,GreenCart
1351,2024-04-04,Mumbai,Wheat Flour 1kg,Vegetables,5,30.0,150.0,79,4.2,UPI,Express,GreenCart
1352,2024-02-08,Bengaluru,Sugar 1kg,Grocery,2,30.0,60.0,52,4.0,Cash,Express,FreshFarm
1353,2024-02-03,Bengaluru,Sugar 1kg,Bakery,4,80.0,320.0,80,4.7,Card,Standard,GroceryHub
1354,2024-04-14,Bengaluru,Paneer 200g,Dairy,5,45.0,225.0,65,4.9,Cash,Express,FarmFresh
1355,2024-06-07,Pune,Eggs 6pcs,Dairy,4,70.0,280.0,47,4.7,Cash,Standard,BakeHouse
1356,2024-03-07,Bengaluru,Onion 1kg,Dairy,1,50.0,50.0,26,4.9,Cash,Express,GroceryHub
1357,2024-05-14,Pune,Paneer 200g,Snacks,2,80.0,160.0,76,4.5,UPI,Standard,FreshFarm
1358,2024-01-15,Jaipur,Bread 400g,Snacks,5,55.0,275.0,74,4.9,Cash,Standard,BakeHouse
1359,2024-05-16,Delhi,Wheat Flour 1kg,Grocery,3,45.0,135.0,72,4.9,Cash,Standard,FarmFresh
1360,2024-02-10,Delhi,Tomato 1kg,Dairy,3,30.0,90.0,73,4.0,UPI,Standard,BakeHouse
1361,2024-04-28,Delhi,Paneer 200g,Fruits,4,80.0,320.0,77,4.9,UPI,Standard,FreshFarm
1363,2024-06-06,Jaipur,Paneer 200g,Fruits,2,70.0,140.0,62,4.7,Cash,Standard,FarmFresh
1364,2024-04-15,Delhi,Bread 400g,Fruits,3,70.0,210.0,42,3.5,Cash,Standard,GreenCart
1365,2024-06-22,Delhi,Namkeen 500g,Fruits,3,60.0,180.0,64,4.5,Cash,Express,GreenCart
1366,2024-02-29,Bengaluru,Bread 400g,Dairy,2,55.0,110.0,78,3.5,UPI,Standard,SnackBox
1367,2024-05-26,Delhi,Cake 500g,Grocery,2,50.0,100.0,67,4.5,UPI,Express,FreshFarm
1368,2024-05-05,Bengaluru,Cake 500g,Dairy,5,50.0,250.0,74,4.5,Card,Standard,FarmFresh
1369,2024-02-28,Mumbai,Rice 1kg,Grocery,1,30.0,30.0,52,4.9,Card,Standard,FarmFresh
1370,2024-04-13,Jaipur,Onion 1kg,Vegetables,1,40.0,40.0,50,4.5,Cash,Express,GroceryHub
1371,2024-05-19,Delhi,Chips 200g,Dairy,1,80.0,80.0,48,3.5,UPI,Standard,SnackBox
1374,2024-03-14,Delhi,Cookies 300g,Poultry,3,55.0,165.0,59,4.8,Card,Standard,FarmFresh
1375,2024-05-27,Delhi,Apple 1kg,Poultry,5,45.0,225.0,60,3.5,UPI,Express,GreenCart
1376,2024-05-29,Pune,Onion 1kg,Vegetables,5,40.0,200.0,66,4.0,UPI,Standard,GreenCart
1377,2024-02-13,Mumbai,Eggs 6pcs,Fruits,5,70.0,350.0,40,4.5,UPI,Express,GroceryHub
1378,2024-04-18,Pune,Orange 1kg,Snacks,4,55.0,220.0,29,4.2,Card,Express,FreshFarm
1379,2024-03-16,Pune,Eggs 6pcs,Dairy,3,40.0,120.0,25,4.5,UPI,Express,SnackBox
1380,2024-01-17,Delhi,Namkeen 500g,Vegetables,5,85.0,425.0,54,4.8,Cash,Standard,GroceryHub
1381,2024-01-01,Mumbai,Cookies 300g,Fruits,3,40.0,120.0,83,4.7,Cash,Standard,GroceryHub
1382,2024-02-05,Bengaluru,Milk 1L,Snacks,1,55.0,55.0,37,4.7,Card,Standard,GreenCart
1383,2024-04-19,Bengaluru,Cookies 300g,Dairy,2,55.0,110.0,42,4.7,Card,Standard,FreshFarm
1384,2024-03-28,Jaipur,Potato 1kg,Poultry,2,60.0,120.0,86,4.0,Card,Standard,FreshFarm
1385,2024-04-23,Delhi,Cake 500g,Snacks,4,40.0,160.0,88,4.5,Cash,Standard,FreshFarm
1386,2024-04-19,Jaipur,Milk 1L,Snacks,2,45.0,90.0,43,4.0,Card,Express,GroceryHub
1387,2024-02-14,Mumbai,Sugar 1kg,Vegetables,2,70.0,140.0,63,4.5,Cash,Standard,GroceryHub
1388,2024-01-01,Delhi,Eggs 6pcs,Vegetables,1,55.0,55.0,34,4.2,Card,Standard,FreshFarm
1389,2024-06-04,Delhi,Tomato 1kg,Fruits,3,80.0,240.0,31,3.5,Card,Standard,SnackBox
1390,2024-01-10,Jaipur,Rice 1kg,Grocery,1,40.0,40.0,77,4.5,Card,Express,GreenCart
1391,2024-05-18,Delhi,Tomato 1kg,Dairy,4,80.0,320.0,53,4.5,Cash,Express,SnackBox
1392,2024-06-22,Delhi,Cookies 300g,Grocery,1,70.0,70.0,67,4.0,Cash,Express,GreenCart
1394,2024-01-10,Delhi,Apple 1kg,Vegetables,4,85.0,340.0,67,4.5,Cash,Standard,GroceryHub
1395,2024-06-15,Delhi,Bun 2pcs,Dairy,4,55.0,220.0,82,4.5,Cash,Standard,SnackBox
1396,2024-03-07,Mumbai,Tomato 1kg,Snacks,5,45.0,225.0,58,4.7,Cash,Express,SnackBox
1397,2024-06-17,Mumbai,Namkeen 500g,Grocery,1,50.0,50.0,37,4.2,Cash,Standard,BakeHouse
1398,2024-01-01,Pune,Tomato 1kg,Dairy,2,60.0,120.0,88,4.9,Cash,Express,FreshFarm
1399,2024-04-26,Delhi,Potato 1kg,Dairy,2,100.0,200.0,57,4.2,UPI,Standard,GreenCart
1400,2024-06-25,Delhi,Milk 1L,Poultry,1,40.0,40.0,68,4.5,Card,Express,BakeHouse
1401,2024-06-05,Pune,Sugar 1kg,Dairy,2,50.0,100.0,89,4.9,Cash,Express,FarmFresh
1402,2024-05-11,Delhi,Namkeen 500g,Dairy,5,70.0,350.0,45,4.5,Cash,Express,GreenCart
1403,2024-02-09,Bengaluru,Potato 1kg,Vegetables,5,85.0,425.0,41,4.8,UPI,Standard,GreenCart
1405,2024-05-28,Mumbai,Potato 1kg,Dairy,3,55.0,165.0,85,4.0,UPI,Express,GroceryHub
1406,2024-04-18,Bengaluru,Bun 2pcs,Bakery,4,40.0,160.0,54,4.2,Cash,Standard,SnackBox
1407,2024-05-07,Delhi,Paneer 200g,Grocery,4,45.0,180.0,44,4.5,Cash,Express,GreenCart
1408,2024-05-23,Bengaluru,Bun 2pcs,Snacks,3,100.0,300.0,64,4.2,Card,Express,GreenCart
1409,2024-02-29,Mumbai,Chicken 1kg,Dairy,2,55.0,110.0,53,4.0,Cash,Standard,GreenCart
1410,2024-04-16,Delhi,Cake 500g,Dairy,4,30.0,120.0,32,4.0,UPI,Express,FarmFresh
1411,2024-03-13,Jaipur,Bread 400g,Vegetables,1,80.0,80.0,35,4.2,UPI,Standard,GreenCart
1412,2024-02-03,Bengaluru,Namkeen 500g,Vegetables,4,80.0,320.0,31,4.7,Cash,Express,GreenCart
1413,2024-05-16,Delhi,Orange 1kg,Dairy,1,40.0,40.0,29,3.5,Card,Express,FarmFresh
1414,2024-05-19,Bengaluru,Paneer 200g,Dairy,3,55.0,165.0,48,4.7,Cash,Express,BakeHouse
1415,2024-03-21,Mumbai,Rice 1kg,Vegetables,4,100.0,400.0,31,4.5,UPI,Express,FarmFresh
1416,2024-02-24,Delhi,Tomato 1kg,Dairy,4,40.0,160.0,69,4.8,UPI,Standard,BakeHouse
1417,2024-04-30,Delhi,Rice 1kg,Dairy,1,80.0,80.0,80,4.2,UPI,Standard,BakeHouse
1418,2024-05-01,Delhi,Eggs 6pcs,Fruits,2,70.0,140.0,25,3.5,UPI,Express,SnackBox
1419,2024-01-26,Mumbai,Eggs 6pcs,Dairy,2,45.0,90.0,59,4.2,UPI,Express,SnackBox
1420,2024-05-29,Delhi,Sugar 1kg,Grocery,3,30.0,90.0,81,4.8,UPI,Express,FarmFresh
1421,2024-05-26,Pune,Orange 1kg,Vegetables,5,100.0,500.0,44,4.0,Cash,Standard,GroceryHub
1423,2024-01-13,Bengaluru,Milk 1L,Vegetables,2,50.0,100.0,31,4.8,Cash,Express,GreenCart
1424,2024-01-20,Pune,Onion 1kg,Dairy,2,70.0,140.0,88,4.9,Cash,Standard,SnackBox
1425,2024-04-30,Mumbai,Cookies 300g,Vegetables,3,60.0,180.0,53,4.5,Cash,Standard,GreenCart
1426,2024-02-25,Bengaluru,Namkeen 500g,Grocery,5,55.0,275.0,57,4.2,UPI,Standard,FreshFarm
1427,2024-06-29,Bengaluru,Chicken 1kg,Snacks,4,70.0,280.0,68,4.0,Cash,Express,SnackBox
1428,2024-03-24,Jaipur,Rice 1kg,Bakery,3,40.0,120.0,31,4.8,Cash,Standard,GreenCart
1429,2024-03-11,Delhi,Wheat Flour 1kg,Grocery,2,70.0,140.0,81,4.7,UPI,Standard,SnackBox
1431,2024-05-13,Pune,Rice 1kg,Dairy,3,55.0,165.0,86,4.8,Cash,Express,SnackBox
1432,2024-03-16,Mumbai,Tomato 1kg,Snacks,4,30.0,120.0,51,3.5,Card,Standard,BakeHouse
1433,2024-04-25,Delhi,Potato 1kg,Poultry,5,60.0,300.0,60,4.5,UPI,Express,BakeHouse
1434,2024-02-08,Pune,Cake 500g,Snacks,4,40.0,160.0,79,4.5,Card,Express,BakeHouse
1435,2024-02-20,Bengaluru,Bread 400g,Grocery,5,50.0,250.0,88,4.8,Cash,Standard,GroceryHub
1436,2024-02-16,Bengaluru,Namkeen 500g,Grocery,1,60.0,60.0,90,4.5,Cash,Express,GroceryHub
1437,2024-05-28,Delhi,Onion 1kg,Snacks,5,55.0,275.0,44,4.5,Cash,Express,SnackBox
1438,2024-05-13,Mumbai,Apple 1kg,Grocery,4,70.0,280.0,65,3.5,Card,Standard,GreenCart
1439,2024-04-17,Jaipur,Potato 1kg,Poultry,3,45.0,135.0,41,4.8,Cash,Express,SnackBox
1441,2024-05-12,Jaipur,Chicken 1kg,Dairy,4,50.0,200.0,25,4.2,Cash,Standard,GroceryHub
1442,2024-03-07,Bengaluru,Tomato 1kg,Grocery,3,40.0,120.0,74,4.9,UPI,Express,FarmFresh
1443,2024-06-06,Jaipur,Eggs 6pcs,Grocery,1,100.0,100.0,64,4.5,UPI,Standard,GreenCart
1444,2024-06-13,Mumbai,Rice 1kg,Snacks,1,85.0,85.0,50,4.5,Cash,Express,FarmFresh
1445,2024-06-03,Delhi,Potato 1kg,Poultry,3,80.0,240.0,74,4.5,UPI,Express,GreenCart
1446,2024-06-11,Delhi,Cookies 300g,Dairy,4,55.0,220.0,77,4.8,Cash,Standard,FreshFarm
1447,2024-05-14,Jaipur,Namkeen 500g,Snacks,4,30.0,120.0,88,4.5,UPI,Express,GroceryHub
1448,2024-02-03,Delhi,Onion 1kg,Poultry,4,40.0,160.0,74,4.2,UPI,Express,GreenCart
1449,2024-04-13,Bengaluru,Apple 1kg,Grocery,5,85.0,425.0,76,4.5,Cash,Express,GroceryHub
1450,2024-05-03,Bengaluru,Cake 500g,Grocery,5,85.0,425.0,38,4.9,UPI,Standard,BakeHouse
1451,2024-02-26,Bengaluru,Apple 1kg,Grocery,3,45.0,135.0,60,3.5,Cash,Standard,GroceryHub
1452,2024-01-25,Pune,Wheat Flour 1kg,Snacks,5,30.0,150.0,75,4.9,Card,Standard,SnackBox
1453,2024-02-11,Bengaluru,Bread 400g,Vegetables,5,80.0,400.0,74,4.5,UPI,Express,SnackBox
1454,2024-05-12,Bengaluru,Curd 500g,Fruits,3,45.0,135.0,77,4.5,UPI,Standard,BakeHouse
1455,2024-01-01,Jaipur,Milk 1L,Bakery,1,85.0,85.0,61,3.5,UPI,Express,GroceryHub
1456,2024-02-09,Delhi,Orange 1kg,Dairy,3,30.0,90.0,46,4.5,UPI,Express,BakeHouse
1457,2024-06-28,Mumbai,Onion 1kg,Snacks,4,55.0,220.0,39,4.9,UPI,Standard,GreenCart
1458,2024-01-25,Delhi,Cake 500g,Bakery,5,45.0,225.0,84,4.7,Cash,Standard,FreshFarm
1459,2024-01-26,Delhi,Bun 2pcs,Bakery,3,85.0,255.0,84,4.7,UPI,Express,FreshFarm
1460,2024-04-30,Bengaluru,Bun 2pcs,Fruits,5,60.0,300.0,74,4.0,UPI,Express,FarmFresh
1462,2024-02-15,Bengaluru,Bun 2pcs,Vegetables,4,50.0,200.0,45,4.5,UPI,Standard,FarmFresh
1463,2024-06-27,Pune,Sugar 1kg,Vegetables,1,55.0,55.0,73,4.7,Cash,Standard,GroceryHub
1464,2024-02-11,Delhi,Cake 500g,Vegetables,4,40.0,160.0,70,4.5,Cash,Standard,FarmFresh
1465,2024-06-22,Delhi,Banana 1dozen,Dairy,5,30.0,150.0,88,4.5,UPI,Express,GroceryHub
1466,2024-01-17,Mumbai,Potato 1kg,Dairy,5,30.0,150.0,85,4.9,UPI,Express,BakeHouse
1467,2024-04-29,Bengaluru,Sugar 1kg,Poultry,4,40.0,160.0,50,4.5,Cash,Standard,GreenCart
1468,2024-01-28,Jaipur,Chicken 1kg,Grocery,2,45.0,90.0,68,4.5,Card,Express,BakeHouse
1470,2024-03-13,Pune,Curd 500g,Bakery,3,50.0,150.0,84,3.5,Cash,Standard,FreshFarm
1471,2024-01-02,Jaipur,Tomato 1kg,Grocery,5,60.0,300.0,40,4.5,UPI,Express,FreshFarm
1472,2024-02-11,Jaipur,Curd 500g,Grocery,3,40.0,120.0,30,4.2,Cash,Express,FreshFarm
1473,2024-04-14,Bengaluru,Wheat Flour 1kg,Dairy,1,45.0,45.0,87,4.2,UPI,Express,GreenCart
1474,2024-01-24,Bengaluru,Sugar 1kg,Grocery,2,60.0,120.0,47,4.2,UPI,Standard,SnackBox
1475,2024-05-19,Mumbai,Bun 2pcs,Dairy,5,70.0,350.0,67,4.7,UPI,Standard,SnackBox
1476,2024-05-18,Pune,Milk 1L,Bakery,3,70.0,210.0,34,4.0,UPI,Express,FreshFarm
1477,2024-02-24,Bengaluru,Banana 1dozen,Snacks,3,60.0,180.0,55,4.2,UPI,Express,GreenCart
1478,2024-01-23,Bengaluru,Orange 1kg,Poultry,2,55.0,110.0,25,4.2,Cash,Express,FarmFresh
1479,2024-04-24,Delhi,Wheat Flour 1kg,Grocery,5,60.0,300.0,39,4.8,Cash,Standard,FreshFarm
1480,2024-02-23,Jaipur,Chicken 1kg,Bakery,4,80.0,320.0,27,4.5,Cash,Standard,GroceryHub
1481,2024-04-22,Pune,Eggs 6pcs,Bakery,2,100.0,200.0,86,3.5,Cash,Express,FreshFarm
1482,2024-05-24,Delhi,Cookies 300g,Snacks,4,100.0,400.0,30,4.2,UPI,Standard,GroceryHub
1483,2024-02-04,Pune,Chicken 1kg,Snacks,2,70.0,140.0,63,3.5,UPI,Standard,FreshFarm
1484,2024-02-22,Bengaluru,Milk 1L,Vegetables,4,45.0,180.0,32,4.5,Card,Standard,SnackBox
1485,2024-05-18,Jaipur,Wheat Flour 1kg,Snacks,5,80.0,400.0,59,4.5,UPI,Express,GreenCart
1486,2024-04-15,Delhi,Chicken 1kg,Grocery,4,100.0,400.0,71,4.0,UPI,Express,BakeHouse
1487,2024-04-20,Delhi,Chicken 1kg,Grocery,2,100.0,200.0,68,4.9,Cash,Express,FreshFarm
1488,2024-04-07,Delhi,Chips 200g,Grocery,1,60.0,60.0,57,4.5,UPI,Standard,FreshFarm
1489,2024-02-13,Bengaluru,Tomato 1kg,Dairy,1,70.0,70.0,41,4.9,UPI,Express,SnackBox
1490,2024-05-16,Mumbai,Tomato 1kg,Grocery,4,85.0,340.0,50,4.7,Cash,Standard,BakeHouse
1491,2024-06-25,Pune,Curd 500g,Fruits,1,80.0,80.0,88,4.5,Card,Express,FarmFresh
1492,2024-02-24,Delhi,Paneer 200g,Dairy,5,55.0,275.0,82,4.2,Cash,Express,FreshFarm
1493,2024-01-07,Bengaluru,Eggs 6pcs,Grocery,1,45.0,45.0,46,4.7,Cash,Standard,GreenCart
1494,2024-03-24,Pune,Wheat Flour 1kg,Snacks,3,85.0,255.0,30,4.0,UPI,Standard,SnackBox
1495,2024-06-12,Delhi,Cake 500g,Poultry,4,50.0,200.0,41,4.5,Card,Express,GreenCart
1496,2024-06-21,Jaipur,Sugar 1kg,Grocery,5,100.0,500.0,47,4.5,UPI,Standard,FreshFarm
1497,2024-05-11,Pune,Namkeen 500g,Fruits,2,50.0,100.0,81,4.2,Cash,Standard,BakeHouse
1498,2024-05-10,Bengaluru,Chips 200g,Bakery,3,50.0,150.0,26,4.0,Cash,Express,FarmFresh
1499,2024-06-18,Mumbai,Rice 1kg,Grocery,1,30.0,30.0,65,4.9,Cash,Standard,GroceryHub
1500,2024-01-11,Bengaluru,Curd 500g,Dairy,2,30.0,60.0,85,4.5,Cash,Standard,FreshFarm
1501,2024-01-09,Pune,Apple 1kg,Dairy,3,70.0,210.0,37,4.5,Card,Express,SnackBox
1502,2024-03-15,Delhi,Orange 1kg,Grocery,1,70.0,70.0,68,4.7,Card,Standard,BakeHouse
1504,2024-02-06,Mumbai,Rice 1kg,Poultry,3,50.0,150.0,41,4.2,Cash,Standard,GroceryHub
1505,2024-04-26,Delhi,Orange 1kg,Dairy,2,60.0,120.0,53,3.5,UPI,Standard,GroceryHub
1506,2024-05-24,Delhi,Potato 1kg,Dairy,2,80.0,160.0,55,4.5,Card,Express,GroceryHub
1507,2024-06-14,Pune,Orange 1kg,Fruits,3,45.0,135.0,53,4.7,UPI,Express,FreshFarm
1508,2024-02-18,Delhi,Apple 1kg,Vegetables,5,70.0,350.0,33,4.2,UPI,Standard,GroceryHub
1509,2024-01-19,Delhi,Onion 1kg,Poultry,4,85.0,340.0,54,4.8,Cash,Express,SnackBox
1510,2024-01-05,Bengaluru,Chicken 1kg,Grocery,5,60.0,300.0,71,4.5,Cash,Express,SnackBox
1511,2024-02-11,Pune,Curd 500g,Snacks,5,70.0,350.0,36,4.5,UPI,Express,FreshFarm
